NOMEDEP,DE,DISTR,MUN,TIPOESC,COD_ESC,NOMESC,DS_PAIS, Nº ALUNOS ,DS_PAIS2,Qntd de Alunos,NOMESC3,Qntd por nacionalidade
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19719,SIQUEIRA MORAES,Afeganistão,3,,,VERGUEIRO SENADOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19719,SIQUEIRA MORAES,Colômbia,3,,,JULIO PRESTES DE ALBUQUERQUE DOUTOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19719,SIQUEIRA MORAES,Haiti,1,,,FRANCISCO CAMARGO CESAR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19719,SIQUEIRA MORAES,Líbano,3,,,ACCACIO DE VASCONCELLOS CAMARGO PROFESSOR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19719,SIQUEIRA MORAES,Venezuela,3,,,HUMBERTO DE CAMPOS,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19732,BARAO DE JUNDIAI,Haiti,1,,,JOAO CLIMACO DE CAMARGO PIRES,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19768,PAULO MENDES SILVA,Reino Unido da Grã-Bretanha e Irlanda do Norte,1,,,BRIGADEIRO TOBIAS,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19768,PAULO MENDES SILVA,Venezuela,1,,,ARTHUR CYRILLO FREIRE DOUTOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19800,ELOY DE MIRANDA CHAVES DOUTOR,Paraguai,1,,,JOSE QUEVEDO PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19835,ALBERTINA FORTAREL PROFESSORA,Haiti,1,,,MONSENHOR JOAO SOARES,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19835,ALBERTINA FORTAREL PROFESSORA,Síria,2,,,MONTEIRO LOBATO,3
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19835,ALBERTINA FORTAREL PROFESSORA,Venezuela,1,,,AGGEO PEREIRA DO AMARAL PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19859,DIOGENES DUARTE PAES,Argentina,1,,,JOSE REGINATO PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19859,DIOGENES DUARTE PAES,Venezuela,1,,,JULIO BIERRENBACH LIMA PROFESSOR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,19872,GETULIO NOGUEIRA DE SA PROFESSOR,Peru,1,,,LAURO SANCHEZ PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,35993,DEOLINDA COPELLI DE SOUZA LIMA PROFESSORA,Haiti,1,,,LUIZ GONZAGA DE CAMARGO FLEURY PROFESSOR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,36006,JOAO BATISTA CURADO PROFESSOR,Venezuela,3,,,OSSIS SALVESTRINI MENDES PROFESSORA,3
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,39962,ADIB MIGUEL HADDAD,Paraguai,2,,,ANTONIO MIGUEL PEREIRA JUNIOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,40885,JOCENY VILLELA CURADO PROFESSORA,Venezuela,2,,,ARQUIMINIO MARQUES DA SILVA PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,42705,MARIA JOSE MAIA DE TOLEDO PROFA,Haiti,3,,,FRANCISCO COCCARO PROFESSOR,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,45755,MAURILIO TOMANIK PADRE,Haiti,1,,,ANTONIO PADILHA,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,48297,LUIZ RIVELLI PROFESSOR,Venezuela,1,,,BALTAZAR FERNANDES,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,349124,BAIRRO FAZENDA GRANDE,Haiti,1,,,DIOGENES ALMEIDA MARINS PROFESSOR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,435119,ALESSANDRA CRISTINA RODRIGUES DE O PEZZATO PROFA,Haiti,2,,,JORDINA AMARAL ARRUDA PROFESSORA,2
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,904090,JURANDYR DE SOUZA LIMA,Cuba,1,,,MARIA CANDIDA DE BARROS ARAUJO PROFESSORA,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,909506,MARIA DE ALMEIDA SCHLEDORN PROFESSORA,Haiti,3,,,WALDEMAR DE FREITAS ROSA PROFESSOR,1
ESTADUAL - SE,JUNDIAI,JUNDIAI,JUNDIAI,8,913078,BENEDICTO LOSCHI,Venezuela,2,,,ELZA SALVESTRO BONILHA PROFESSORA,3
ESTADUAL - SE,JUNDIAI,LOUVEIRA,LOUVEIRA,8,19458,JOAQUIM ANTONIO LADEIRA PROFESSOR,Bolívia,1,,,RENATO SENECA DE SA FLEURY PROFESSOR,2
ESTADUAL - SE,JUNDIAI,LOUVEIRA,LOUVEIRA,8,19458,JOAQUIM ANTONIO LADEIRA PROFESSOR,Porto Rico,1,,,MARINA GROHMANN SOARES FERNANDES PROFESSORA,2
ESTADUAL - SE,JUNDIAI,LOUVEIRA,LOUVEIRA,8,19458,JOAQUIM ANTONIO LADEIRA PROFESSOR,Venezuela,2,,,ANTONIO CORDEIRO PROFESSOR,1
ESTADUAL - SE,JUNDIAI,LOUVEIRA,LOUVEIRA,8,19549,ALBERTO FERREIRA REZENDE PROFESSOR,Venezuela,1,,,LAILA GALEP SACKER PROFESSORA,1
ESTADUAL - SE,JUNDIAI,LOUVEIRA,LOUVEIRA,8,901271,ODILON LEITE FERRAZ,Venezuela,4,,,HELIO DEL CISTIA,3
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,19461,OSWALDO CAMARGO PIRES PROFESSOR,Haiti,1,,,ELZIDE CELESTINA SOUZA PACHECO TUNUCHI PROFA,4
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,19471,MARIA DE SAO LUIZ IRMA,Venezuela,1,,,FERNANDA DE CAMARGO PIRES PROFESSORA,2
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,19495,NATHANAEL SILVA PROFESSOR,Haiti,2,,,GERALDO DO ESPIRITO SANTO FOGACA DE ALMEIDA,3
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,47259,ARMANDO DIAS,Haiti,4,,,MARIO GUILHERME NOTARI,1
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,49505,MITIHARU TANAKA,Haiti,1,,,GUIOMAR CAMOLESI SOUZA PROFESSORA,1
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,49505,MITIHARU TANAKA,Japão,1,,,JULIA RIOS ATHAYDE PROFESSORA,5
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,900588,HAMILTON JOSE BIANCHI MONSENHOR,Peru,1,,,GUALBERTO MOREIRA DOUTOR,2
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,919299,MARCOS ALEXANDRE SODRE PROFESSOR,Bolívia,1,,,IDA YOLANDA LANZONI DE BARROS PROFESSORA,1
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,919299,MARCOS ALEXANDRE SODRE PROFESSOR,Haiti,2,,,ZELIA DULCE DE CAMPOS MAIA PROFESSORA,3
ESTADUAL - SE,JUNDIAI,VARZEA PAULISTA,VARZEA PAULISTA,8,924465,IDOROTI DE SOUZA ALVAREZ,Haiti,7,,,ISABEL LOPES MONTEIRO PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Angola,4,,,JOAO MACHADO DE ARAUJO DOUTOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Argentina,2,,,WILSON RAMOS BRANDAO PROFESSOR,3
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Bolívia,31,,,OVIDIO ANTONIO DE SOUZA REVDO,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Haiti,2,,,JORGE MADUREIRA PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Paraguai,1,,,ANA CECILIA MARTINS PROFESSORA,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2707,VITAL FOGACA DE ALMEIDA DOUTOR,Peru,2,,,MARCO ANTONIO MENCACCI PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Angola,8,,,DIONYSIO VIEIRA PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Argentina,4,,,RAFAEL ORSI FILHO PROFESSOR,4
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Bolívia,63,,,ANTONIO VIEIRA CAMPOS,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Haiti,1,,,NAZIRA NAGIB JORGE MURAD RODRIGUES PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Paraguai,1,,,BEATHRIS CAIXEIRO DEL CISTIA PROFESSORA,3
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Peru,4,,,ROBERTO PASCHOALICK PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2719,CAETANO MIELE PROFESSOR,Venezuela,1,,,SARAH SALVESTRO PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Angola,6,,,DULCE ESMERALDA BASILE FERREIRA PROFESSORA,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Argentina,2,,,WANDA COSTA DAHER PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Bolívia,35,,,EUSEBIO DE PAULA MARCONDES PROFESSOR,4
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Haiti,7,,,JOAQUIM ADOLFO ARAUJO PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Peru,2,,,IBRAHIM NOBRE,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2720,ANNITA GUASTINI EIRAS PROFESSORA,Venezuela,1,,,AMELIA MONCON RAMPONI PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2732,IRENE BRANCO DA SILVA PROFESSORA,Bolívia,19,,,NIPO BRASILEIRA,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2732,IRENE BRANCO DA SILVA PROFESSORA,Japão,1,,,KENNEDY PRESIDENTE,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2732,IRENE BRANCO DA SILVA PROFESSORA,Venezuela,1,,,HELIO MOTTA DOUTOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2768,VALACE MARQUES PROFESSOR,Argentina,1,,,MESSIAS FREIRE PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2768,VALACE MARQUES PROFESSOR,Bolívia,40,,,FRANCISCO BRASILIENSE FUSCO DOUTOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2768,VALACE MARQUES PROFESSOR,Colômbia,1,,,CLOVIS DE OLIVEIRA PROFESSOR DOUTOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2793,REPUBLICA DO URUGUAI,Angola,1,,,DUGLAS TEIXEIRA MONTEIRO PROFESSOR,4
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2793,REPUBLICA DO URUGUAI,Argentina,2,,,FERNANDO GASPARIAN,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2793,REPUBLICA DO URUGUAI,Bolívia,55,,,OCTAVIA CANDIDO DOS SANTOS,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2793,REPUBLICA DO URUGUAI,Peru,1,,,RUTH GUIMARAES BOTELHO,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,2847,MIGUEL DE CERVANTES Y SAAVEDRA DOM,Bolívia,14,,,AMADOR E CATHARINA SAPORITO AUGUSTO,3
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,36754,MIGUEL KRUSE DOM,Argentina,1,,,MOACYR DE CASTRO FERRAZ PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,36754,MIGUEL KRUSE DOM,Bolívia,33,,,DIB AUDI,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,36754,MIGUEL KRUSE DOM,Marrocos,1,,,MIGUEL MALUHY COMENDADOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,36754,MIGUEL KRUSE DOM,Reino Unido da Grã-Bretanha e Irlanda do Norte,1,,,LEONOR QUADROS,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,36754,MIGUEL KRUSE DOM,Venezuela,1,,,JOANNA ABRAHAO PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37000,ANNE FRANK,Angola,51,,,DULCE CARNEIRO PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37000,ANNE FRANK,Bolívia,12,,,JUVENTINA PATRICIA SANT ANA PROFESSORA,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37000,ANNE FRANK,Equador,2,,,ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37000,ANNE FRANK,Haiti,5,,,ASSIS CHATEAUBRIAND,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37000,ANNE FRANK,Venezuela,5,,,LUIZ SIMIONI SOBRINHO PROFESSOR,4
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37011,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,Angola,1,,,VICENTE RAO PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37011,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,Argentina,2,,,GUIOMAR NOVAES,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37011,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,Bolívia,19,,,JOAO ERNESTO FAGGIN DOUTOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37011,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,Espanha,1,,,TIAGO ALBERIONE PADRE,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,37011,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,Venezuela,2,,,JOSE HERMENEGILDO LEONI PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Angola,9,,,REDUCINO DE OLIVEIRA LARA PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Argentina,1,,,LAIS AMARAL VICENTE PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Bolívia,64,,,MARIA AUGUSTA DE MORAES NEVES PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,"Congo, República do",1,,,HELOISA CARNEIRO PROFESSORA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Haiti,1,,,ANGELO MENDES DE ALMEIDA DOUTOR,3
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Paraguai,2,,,CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR,4
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Peru,2,,,JOAO MARIA PIRES DE AGUIAR PROFESSOR,3
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,40988,MARIA AUGUSTA CORREA PROFESSORA,Venezuela,1,,,JOAO AMOS COMENIUS,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,46280,MARIA APARECIDA MACHADO JULIANELLI,Argentina,2,,,NELSON FERNANDES DEPUTADO,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,46280,MARIA APARECIDA MACHADO JULIANELLI,Bolívia,38,,,DOMINGOS QUIRINO FERREIRA CORONEL,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,46280,MARIA APARECIDA MACHADO JULIANELLI,Paraguai,2,,,SALVADOR MOYA,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,902248,ANNA PONTES TOLEDO NATALI PROFESSORA,Bolívia,12,,,LUIZA MARCELINA BRANCA CHAIB,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,902248,ANNA PONTES TOLEDO NATALI PROFESSORA,Colômbia,1,,,MANUEL BORBA GATO,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,902248,ANNA PONTES TOLEDO NATALI PROFESSORA,Paraguai,1,,,LAURO PEREIRA TRAVASSOS PROFESSOR DOUTOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,902248,ANNA PONTES TOLEDO NATALI PROFESSORA,Peru,1,,,AYRES NETO DOUTOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,909038,LAERTE PANIGHEL PROFESSOR,Bolívia,28,,,JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,909048,VICTORIO NAPOLEAO OLIANI PROFESSOR,Bolívia,3,,,MANOEL TABACOW HIDAL PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,909048,VICTORIO NAPOLEAO OLIANI PROFESSOR,Nigéria,1,,,ROSA INES BORNIA MOREIRA PROFESSORA,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,909048,VICTORIO NAPOLEAO OLIANI PROFESSOR,Paraguai,1,,,WALTER LERNER PROFESSOR,2
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,924246,REPUBLICA DO HAITI,Bolívia,12,,,FRANCISCO ALVES MOURAO PROFESSOR,1
ESTADUAL - SE,LESTE 1,CANGAIBA,SAO PAULO,8,924246,REPUBLICA DO HAITI,Paraguai,2,,,PASQUALE FILIPPELLI PADRE,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,6,985065,CEL JTO A EE ERMELINO MATARAZZO,Angola,2,,,EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,6,985065,CEL JTO A EE ERMELINO MATARAZZO,Bolívia,5,,,CEL JTO A EE PLINIO NEGRAO,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,6,985065,CEL JTO A EE ERMELINO MATARAZZO,Venezuela,3,,,MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2744,FILOMENA MATARAZZO CONDESSA,Bolívia,4,,,PAULO EIRO,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2744,FILOMENA MATARAZZO CONDESSA,Colômbia,1,,,ALBERTO CONTE PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2744,FILOMENA MATARAZZO CONDESSA,Qatar,1,,,LUIS ARROBAS MARTINS DOUTOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2756,EUNICE LAUREANO DA SILVA PROFESSORA,Angola,2,,,PLINIO NEGRAO,4
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2756,EUNICE LAUREANO DA SILVA PROFESSORA,Bolívia,4,,,NEYDE APPARECIDA SOLLITTO PROFESSORA,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2756,EUNICE LAUREANO DA SILVA PROFESSORA,Nigéria,1,,,HOMERO DOS SANTOS FORTE PROFESSOR,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2773,BENEDITA DE REZENDE PROFESSORA,Angola,4,,,MIGUEL ARRAES GOVERNADOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2773,BENEDITA DE REZENDE PROFESSORA,Bolívia,15,,,MARY MORAES,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2773,BENEDITA DE REZENDE PROFESSORA,Haiti,3,,,ETELVINA DE GOES MARCUCCI PROFESSORA,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2773,BENEDITA DE REZENDE PROFESSORA,Peru,1,,,MARIA ZILDA GAMBA NATEL,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2773,BENEDITA DE REZENDE PROFESSORA,Venezuela,2,,,CEL JTO A EE LEOPOLDO SANTANA PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Angola,4,,,LEOPOLDO SANTANA PROFESSOR,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Argentina,1,,,FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Bolívia,20,,,JOAO SUSSUMU HIRATA DEPUTADO,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Nigéria,1,,,CAFE FILHO PRESIDENTE,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Qatar,1,,,JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,2835,ERMELINO MATARAZZO,Venezuela,3,,,RONALDO GARIBALDI PERETTI PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,Argentina,1,,,JOITI HIRATA,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,Bolívia,17,,,ARISTON DE OLIVEIRA PROFESSOR TENENTE,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,China,1,,,BERNADETE APARECIDA PEREIRA GODOI PROFA,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,Guiné-Conacri,1,,,MIGUEL MUNHOZ FILHO,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,Paraguai,1,,,MARIA JANNUZZI MASCARI PROFESSORA,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,36766,FRANCISCO MESQUITA JORNALISTA,Venezuela,1,,,MAUD SA DE MIRANDA MONTEIRO PROFESSORA,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,39238,LUCIO DE CARVALHO MARQUES PROFESSOR,Angola,11,,,MANOEL DA SILVEIRA PORTO FILHO REVERENDO PROFESSOR,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,39238,LUCIO DE CARVALHO MARQUES PROFESSOR,Bolívia,5,,,YOSHIO NINOMIYA,2
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,39238,LUCIO DE CARVALHO MARQUES PROFESSOR,Venezuela,4,,,ZENAIDE AVELINO MAIA PROFESSORA,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,40964,LEONOR RENDESI PROFESSORA,Bolívia,6,,,WALDIR RODOLPHO DE CASTRO,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,40964,LEONOR RENDESI PROFESSORA,Paraguai,1,,,MARIA PECCIOLI GIANNASI PROFESSORA,3
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,40976,PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR,Bolívia,7,,,ORLANDO MENDES DE MORAES PROFESSOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,40976,PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR,Venezuela,3,,,AMELIA KERR NOGUEIRA PROFESSORA,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,904569,JOAQUIM TORRES SANTIAGO PROFESSOR,Angola,1,,,EULALIA SILVA PROFESSORA,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,904569,JOAQUIM TORRES SANTIAGO PROFESSOR,Bolívia,7,,,HONORIO MONTEIRO DOUTOR,1
ESTADUAL - SE,LESTE 1,ERMELINO MATARAZZO,SAO PAULO,8,904569,JOAQUIM TORRES SANTIAGO PROFESSOR,Peru,4,,,FRANCISCO DE PAULA VICENTE DE AZEVEDO,1
