NOMEDEP,DE,DISTR,MUN,TIPOESC,COD_ESC,NOMESC,DS_PAIS, Nº ALUNOS ,DS_PAIS2,Qntd de Alunos,NOMESC3,Qntd por nacionalidade
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18533,31 DE MARCO,Haiti,2,,,AFRANIO PEIXOTO,8
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18545,SOPHIA VELTER SALGADO PROFESSORA,Colômbia,2,,,ANESIA SINCORA PROFESSORA,6
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18545,SOPHIA VELTER SALGADO PROFESSORA,Venezuela,5,,,PEDRO COSTA DEPUTADO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18557,ARY MONTEIRO GALVAO PROFESSOR,Venezuela,1,,,GONCALVES DIAS,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18569,DJALMA OCTAVIANO PROFESSOR,Bolívia,1,,,CASIMIRO DE ABREU,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18570,JOSE MARIA MATOSINHO,Colômbia,2,,,PENITENCIARIA FEMININA DA CAPITAL,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18570,JOSE MARIA MATOSINHO,Cuba,2,,,EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18570,JOSE MARIA MATOSINHO,Haiti,2,,,VICTOR OLIVA PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18703,ANDRE FORT PROFESSOR,Argentina,1,,,KEIZO ISHIHARA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18715,ANTONIO VILELA JUNIOR PROFESSOR,Colômbia,2,,,KYRILLOS DOUTOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18715,ANTONIO VILELA JUNIOR PROFESSOR,Moçambique,1,,,CLORINDA DANTI PROFESSORA,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18715,ANTONIO VILELA JUNIOR PROFESSOR,Síria,1,,,ALBERTO TORRES,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18715,ANTONIO VILELA JUNIOR PROFESSOR,Venezuela,8,,,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18764,ATALIBA NOGUEIRA BARAO,Venezuela,1,,,ALCIDES DA COSTA VIDIGAL,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18788,HERCY MORAES PROFESSORA,Cuba,2,,,MARIO DE ANDRADE,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18788,HERCY MORAES PROFESSORA,Venezuela,2,,,LUDOVINA CREDIDIO PEIXOTO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18806,FELIPE CANTUSIO,Haiti,1,,,COSTA MANSO MINISTRO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18818,CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA,Haiti,11,,,ARISTIDES DE CASTRO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18879,VITOR MEIRELLES,Cuba,1,,,OSWALDO ARANHA,5
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18879,VITOR MEIRELLES,Peru,1,,,ENNIO VOSS PROFESSOR,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18880,CARLOS FRANCISCO DE PAULA PROFESSOR,Colômbia,1,,,MARIA EUGENIA MARTINS PROFESSORA,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18880,CARLOS FRANCISCO DE PAULA PROFESSOR,Venezuela,1,,,ARCHITICLINO SANTOS PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18922,GUIDO SEGALHO,Espanha,1,,,AUGUSTO DO AMARAL DEPUTADO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18922,GUIDO SEGALHO,Venezuela,1,,,GODOFREDO FURTADO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18934,CONSUELO FREIRE BRANDAO PROFESSORA,Colômbia,2,,,REYNALDO PORCHAT PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,35932,HILDEBRANDO SIQUEIRA PROFESSOR,Colômbia,1,,,ALFREDO PAULINO,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,35932,HILDEBRANDO SIQUEIRA PROFESSOR,"Congo, República do",1,,,ANHANGUERA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,35932,HILDEBRANDO SIQUEIRA PROFESSOR,Japão,1,,,PEREIRA BARRETO,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,37148,CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR,Bolívia,1,,,MANUEL CIRIDIAO BUARQUE PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,37148,CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR,Venezuela,1,,,EDMUNDO DE CARVALHO DOUTOR,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,37965,MARIO NATIVIDADE DOUTOR,Colômbia,1,,,GUILHERME KUHLMANN,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,37965,MARIO NATIVIDADE DOUTOR,Haiti,1,,,RAUL CORTEZ  RAUL CRISTIANO MACHADO CORTEZ,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,37965,MARIO NATIVIDADE DOUTOR,Venezuela,3,,,MARTIM FRANCISCO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,40861,LEONOR ZUHLKE FALSON PROFESSORA,Colômbia,1,,,NAPOLEAO DE CARVALHO FREIRE PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,42626,SEBASTIAO RAMOS NOGUEIRA PROFESSOR,Haiti,1,,,CESAR MARTINEZ,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,42648,VITORIO JOSE ANTONIO ZAMARION PROFESSOR,Cuba,1,,,ADOLFO GORDO SENADOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,47120,CORIOLANO MONTEIRO PROFESSOR,Angola,1,,,CARLOS MAXIMILIANO PEREIRA DOS SANTOS,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,47120,CORIOLANO MONTEIRO PROFESSOR,Venezuela,2,,,BRASILIO MACHADO,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,65626,TELEMACO PAIOLI MELGES DOUTOR,Haiti,4,,,ALFREDO BRESSER,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,563146,ADRIANA CARDOSO PROFESSORA,Venezuela,1,,,GUIOMAR ROCHA RINALDI PROFESSORA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,564990,BERNARDO CARO,Colômbia,2,,,LUIS ELIAS ATTIE,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,564990,BERNARDO CARO,Equador,1,,,LOURIVAL GOMES MACHADO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,564990,BERNARDO CARO,Haiti,8,,,LUIZ CINTRA DO PRADO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,903875,MOACYR SANTOS DE CAMPOS PROFESSOR,Paraguai,1,,,OSWALDO WALDER PROFESSOR,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,903875,MOACYR SANTOS DE CAMPOS PROFESSOR,Venezuela,1,,,ODAIR MARTINIANO DA SILVA MANDELA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,903887,WASHINGTON JOSE DE LACERDA ORTIZ PROFESSOR,Venezuela,9,,,DANIEL PAULO VERANO PONTES PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,903905,ALBERTO MARTINS PROFESSOR,Cuba,1,,,EMYGDIO DE BARROS PROFESSOR,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,905458,JULIA LUIZ RUETE,Colômbia,1,,,ADOLFINO DE ARRUDA CASTANHO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,907418,HUMBERTO DE CAMPOS INSTITUTO POPULAR,Venezuela,6,,,ALMEIDA JUNIOR PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,912924,EUNICE VIRGINIA RAMOS NAVERO PROFESSORA,Venezuela,2,,,JOSE AMERICO DE ALMEIDA DOUTOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,914885,SERGIO PEREIRA PORTO FISICO,Colômbia,4,,,SAMUEL KLABIN,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,914885,SERGIO PEREIRA PORTO FISICO,Moçambique,1,,,MARIA LUISA MONTEIRO DA CUNHA BIBLIOTECARIA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,914885,SERGIO PEREIRA PORTO FISICO,Nigéria,1,,,SOLON BORGES DOS REIS,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,914885,SERGIO PEREIRA PORTO FISICO,Paquistão,1,,,CEL JTO A EE RUI BLOEM,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,914885,SERGIO PEREIRA PORTO FISICO,Peru,1,,,LOURENCO FILHO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,920502,LUIZ GONZAGA HORTA LISBOA PROFESSOR,Haiti,2,,,PAULO ROSSI PROFESSOR,3
ESTADUAL - SE,CAMPINAS LESTE,JAGUARIUNA,JAGUARIUNA,8,17700,CELSO HENRIQUE TOZZI PROFESSOR,Portugal,1,,,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,2
ESTADUAL - SE,CAMPINAS LESTE,JAGUARIUNA,JAGUARIUNA,8,47053,JULIA CALHAU RODRIGUES PROFESSORA,Haiti,1,,,HELENA LEMMI PROFESSORA,1
ESTADUAL - SE,CAMPINAS LESTE,JOAQUIM EGIDIO,CAMPINAS,8,18107,FRANCISCO BARRETO LEME,Portugal,1,,,BARROSO ALMIRANTE,3
ESTADUAL - SE,CAMPINAS LESTE,NOVA APARECIDA,CAMPINAS,8,65785,MARIA DE LOURDES BORDINI PROFESSORA,Chile,1,,,JOSE MONTEIRO BOANOVA PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,NOVA APARECIDA,CAMPINAS,8,65785,MARIA DE LOURDES BORDINI PROFESSORA,Haiti,2,,,JACYRA MOYA MARTINS CARVALHO PROFESSORA,2
ESTADUAL - SE,CAMPINAS LESTE,SOUZAS,CAMPINAS,8,18272,THOMAS ALVES DOUTOR,México,1,,,ADALGIZA SEGURADO DA SILVEIRA PROFESSORA,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18156,AUREA ANUNCIACAO AMERICO DE GODOI PROFESSORA,Venezuela,2,,,PEDRO FONSECA PROFESSOR,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18259,LUIZ GALHARDO PROFESSOR,Angola,2,,,THOMAZIA MONTORO,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18478,MILTON DE TOLOSA PROFESSOR,Cuba,1,,,MARIA JOSE,15
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18478,MILTON DE TOLOSA PROFESSOR,Venezuela,2,,,ADELINA ISSA ASHCAR,8
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18485,MARCELINO VELEZ PROFESSOR,Colômbia,1,,,OSCAR THOMPSON,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18491,LAIS BERTONI PEREIRA PROFESSORA,Cuba,2,,,GOMES CARDIM PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18508,LUIZ GONZAGA DA COSTA PROFESSOR,Argentina,3,,,RAUL FONSECA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18508,LUIZ GONZAGA DA COSTA PROFESSOR,Venezuela,1,,,VALENTIM GENTIL,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18594,JULIO MESQUITA,Colômbia,1,,,CALIXTO DE SOUZA ARANHA PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18697,JOSE DOS SANTOS PADRE,Colômbia,1,,,JULIO RIBEIRO,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18697,JOSE DOS SANTOS PADRE,Nigéria,1,,,ANTONIO ALCANTARA MACHADO,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18697,JOSE DOS SANTOS PADRE,Venezuela,3,,,ANTONIO CASTELAR DE FRANCESCHI,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18740,EMILIO JOSE SALIM MONSENHOR DOUTOR,Angola,1,,,RAUL HUMAITA VILLA NOVA CORONEL,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18740,EMILIO JOSE SALIM MONSENHOR DOUTOR,Cuba,1,,,JOSE VICENTE DE AZEVEDO CONDE,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18740,EMILIO JOSE SALIM MONSENHOR DOUTOR,Japão,1,,,ISABEL PRINCESA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18797,DOM BARRETO,Colômbia,3,,,RUBENS DO AMARAL DEPUTADO,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18797,DOM BARRETO,Haiti,1,,,CARLOS PASQUALE PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18797,DOM BARRETO,Japão,1,,,MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18797,DOM BARRETO,Venezuela,7,,,MURTINHO NOBRE DOUTOR,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18824,MANOEL ALEXANDRE MARCONDES MACHADO DOUTOR,Bolívia,2,,,JULIO DE MESQUITA FILHO,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18824,MANOEL ALEXANDRE MARCONDES MACHADO DOUTOR,Haiti,2,,,ITAUNA VISCONDE DE,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18831,JOAO GUMERCINDO GUIMARAES PROFESSOR,Colômbia,1,,,SEMINARIO NOSSA SENHORA DA GLORIA,5
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18910,NORBERTO DE SOUZA PINTO PROF DOUTOR,Bolívia,1,,,JOSE ESCOBAR PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18910,NORBERTO DE SOUZA PINTO PROF DOUTOR,Colômbia,2,,,NOSSA SENHORA APARECIDA,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18910,NORBERTO DE SOUZA PINTO PROF DOUTOR,Itália,1,,,FRANCISCO DE ASSIS REYS,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,18910,NORBERTO DE SOUZA PINTO PROF DOUTOR,Venezuela,8,,,ODON CAVALCANTI PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,39895,BENEDICTA DE SALLES PIMENTEL WUTKE PROFESSORA,Venezuela,9,,,ALEXANDRE DE GUSMAO,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,40873,JAMIL GADIA DEPUTADO,Colômbia,1,,,TEOTONIO ALVES PEREIRA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,40873,JAMIL GADIA DEPUTADO,Haiti,1,,,CEL JTO A EE ROOSEVELT PRESIDENTE,5
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,40873,JAMIL GADIA DEPUTADO,Síria,1,,,ROOSEVELT PRESIDENTE,15
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,46176,NEWTON PIMENTA NEVES PROFESSOR,Bolívia,1,,,CAETANO DE CAMPOS,9
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,46176,NEWTON PIMENTA NEVES PROFESSOR,China,1,,,ARMANDO ARAUJO,6
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,46176,NEWTON PIMENTA NEVES PROFESSOR,Venezuela,5,,,PANDIA CALOGERAS,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47156,EDUARDO BARNABE DEPUTADO,Bolívia,2,,,OSWALDO CRUZ,10
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47156,EDUARDO BARNABE DEPUTADO,Haiti,1,,,MMDC,6
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47156,EDUARDO BARNABE DEPUTADO,Venezuela,2,,,JOSE HEITOR CARUSI PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47168,VALENTINA SILVA DE OLIVEIRA FIGUEIREDO DONA,Venezuela,1,,,DEMOSTHENES MARQUES PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47173,ANTONIO PIRES BARBOSA DOUTOR,Cuba,1,,,JACQUES MARITAIN,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47173,ANTONIO PIRES BARBOSA DOUTOR,Portugal,1,,,ATALIBA DE OLIVEIRA PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47200,ELVIRA DE PARDO MEO MURARO,Colômbia,1,,,ASTROGILDO SILVA PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47200,ELVIRA DE PARDO MEO MURARO,Haiti,8,,,MANUELA LACERDA VERGUEIRO,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,47776,ADOLPHO ROSSIN MAJOR,Venezuela,2,,,EURYDICE ZERBINI PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,127796,CECILIA DE GODOY CAMARGO JORNALISTA,Peru,1,,,GUALTER DA SILVA PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,127796,CECILIA DE GODOY CAMARGO JORNALISTA,Venezuela,1,,,MARIA ODILA GUIMARAES BUENO PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,430705,JARDIM ICARAI,Venezuela,1,,,RAUL CARDOSO DE ALMEIDA PROFESSOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,436012,CLAUDIA FRANCISCO DA SILVA,Bolívia,1,,,JULIA COLLACO FRANCA PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,436012,CLAUDIA FRANCISCO DA SILVA,Espanha,1,,,ARTUR SABOIA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,436012,CLAUDIA FRANCISCO DA SILVA,Japão,2,,,ALVARO DE SOUZA LIMA DOUTOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,436012,CLAUDIA FRANCISCO DA SILVA,Venezuela,2,,,JOSE MARIA WHITAKER DOUTOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,445897,TENISTA MARIA ESTHER ANDION BUENO,Suíça,1,,,MELVIN JONES,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,561411,JARDIM MARISA,Nigéria,1,,,TERUKO UEDA YAMAGUTI PROFESSORA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,561411,JARDIM MARISA,Venezuela,4,,,CARLOS ESTEVAM ALDO MARTINS PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,577066,JARDIM OURO PRETO,Paraguai,2,,,ROLDAO LOPES DE BARROS PROFESSOR,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,577066,JARDIM OURO PRETO,Venezuela,2,,,ARCY MAJOR,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901097,MARIA JULIETA DE GODOI CARTEZANI PROFESSORA,Colômbia,1,,,FABIANO LOZANO MAESTRO,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901097,MARIA JULIETA DE GODOI CARTEZANI PROFESSORA,Venezuela,1,,,FLORIANO MARECHAL,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901124,CELESTE PALANDI DE MELLO PROFESSORA,"Dominicana, República",1,,,RODRIGUES ALVES,16
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901124,CELESTE PALANDI DE MELLO PROFESSORA,Venezuela,2,,,PEDRO VOSS PROFESSOR,5
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901131,NEWTON OPPERMANN DOUTOR,Haiti,7,,,LASAR SEGALL,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,901131,NEWTON OPPERMANN DOUTOR,Venezuela,4,,,CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,903899,BENEVENUTO TORRES PROFESSOR,Chile,1,,,MARIO CASASSANTA PROFESSOR,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,903899,BENEVENUTO TORRES PROFESSOR,Haiti,1,,,ANNITA ATALLA PROFESSORA,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905446,MARIO JUNQUEIRA DA SILVA PROFESSOR,Bolívia,1,,,OLGA BENATTI PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905446,MARIO JUNQUEIRA DA SILVA PROFESSOR,Colômbia,1,,,BRISABELLA ALMEIDA NOBRE PROFESSORA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905446,MARIO JUNQUEIRA DA SILVA PROFESSOR,Haiti,3,,,FRANCISCO BORGES VIEIRA DOUTOR,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905446,MARIO JUNQUEIRA DA SILVA PROFESSOR,Venezuela,1,,,AMERICO DE MOURA PROFESSOR,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905461,THEREZINA DA FONSECA PARES PROFESSORA,Colômbia,1,,,REPUBLICA DO PARAGUAY,5
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905461,THEREZINA DA FONSECA PARES PROFESSORA,Japão,1,,,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA,4
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,905461,THEREZINA DA FONSECA PARES PROFESSORA,Venezuela,3,,,JULIA MACEDO PANTOJA PROFESSORA,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,907376,ALVARO COTOMACCI PROFESSOR,Venezuela,2,,,MERCIA ARTIMOS MARON PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,907388,FRANCISCO RIBEIRO SAMPAIO PROFESSOR,Venezuela,3,,,NICEIA ALBARELLO FERRARI PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,907397,PAUL EUGENE CHARBONNEAU PROF DOUTOR,"Congo, República do",2,,,LYDES RACHEL GUTIERRES PROFESSORA,2
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,907397,PAUL EUGENE CHARBONNEAU PROF DOUTOR,Venezuela,34,,,JOSE ARTIGAS GENERAL,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,907406,MARIA DE LOURDES CAMPOS FREIRE MARQUES PROFESSORA,Portugal,1,,,JOAO RAMALHO,3
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,909397,PAULO JOSE OCTAVIANO PROFESSOR,Peru,1,,,ANTONIETA BORGES ALVES PROFESSORA,1
ESTADUAL - SE,CAMPINAS OESTE,CAMPINAS OESTE,CAMPINAS,8,909397,PAULO JOSE OCTAVIANO PROFESSOR,Venezuela,1,,,EVANDRO CAIAFA ESQUIVEL PROFESSOR,2
